Temperature,Humidity,Pressure,UV index,Conclusion
84.0,66.0,29.85,6,Fog
84.0,70.0,29.85,8,Fair
86.0,62.0,29.85,8,Fair
88.0,58.0,29.85,9,Fair
88.0,55.0,29.82,10,Fair
88.0,58.0,29.82,10,Fair
90.0,46.0,29.79,10,Fair
90.0,49.0,29.79,7,Partly Cloudy
90.0,46.0,29.79,7,Partly Cloudy
90.0,46.0,29.76,6,Partly Cloudy
90.0,52.0,29.76,4,Partly Cloudy
90.0,52.0,29.76,3,Partly Cloudy
86.0,62.0,29.76,2,Partly Cloudy
86.0,62.0,29.76,2,Partly Cloudy
84.0,66.0,29.76,1,Partly Cloudy
84.0,62.0,29.76,1,Partly Cloudy
82.0,66.0,29.76,1,Mostly Cloudy
82.0,66.0,29.76,0,Mostly Cloudy
82.0,70.0,29.79,0,Mostly Cloudy
82.0,70.0,29.79,0,Mostly Cloudy
81.0,74.0,29.79,0,Mostly Cloudy
81.0,74.0,29.79,0,Mostly Cloudy
81.0,74.0,29.82,0,Mostly Cloudy
79.0,78.0,29.82,0,Mostly Cloudy
81.0,74.0,29.82,0,Partly Cloudy
81.0,74.0,29.82,0,Partly Cloudy
81.0,70.0,29.82,0,Partly Cloudy
81.0,70.0,29.82,0,Partly Cloudy
79.0,69.0,29.82,0,Partly Cloudy
79.0,69.0,29.82,0,Partly Cloudy
79.0,69.0,29.82,0,Partly Cloudy
79.0,69.0,29.82,0,Partly Cloudy
79.0,69.0,29.79,0,Partly Cloudy
79.0,74.0,29.79,0,Partly Cloudy
77.0,78.0,29.79,0,Mostly Cloudy
75.0,83.0,29.79,0,Mostly Cloudy
75.0,83.0,29.79,0,Mostly Cloudy
77.0,78.0,29.79,0,Mostly Cloudy
75.0,83.0,29.82,0,Mostly Cloudy
75.0,83.0,29.82,0,Mostly Cloudy
75.0,78.0,29.82,0,Partly Cloudy
75.0,78.0,29.85,0,Partly Cloudy
73.0,83.0,29.85,1,Partly Cloudy
75.0,83.0,29.88,1,Partly Cloudy
79.0,74.0,29.88,1,Partly Cloudy
79.0,74.0,29.88,2,Partly Cloudy
81.0,70.0,29.88,3,Fair
82.0,66.0,29.88,4,Fair
84.0,62.0,29.88,5,Fair
84.0,55.0,29.88,7,Fair
86.0,55.0,29.88,8,Fair
84.0,58.0,29.85,9,Fair
88.0,52.0,29.85,8,Partly Cloudy
88.0,55.0,29.85,8,Partly Cloudy
90.0,49.0,29.82,8,Partly Cloudy
90.0,49.0,29.79,7,Partly Cloudy
90.0,43.0,29.79,7,Partly Cloudy
88.0,49.0,29.79,6,Partly Cloudy
91.0,41.0,29.79,4,Partly Cloudy
90.0,43.0,29.79,3,Partly Cloudy
90.0,40.0,29.79,2,Partly Cloudy
91.0,38.0,29.79,2,Fair
90.0,49.0,29.79,1,Fair
86.0,55.0,29.79,1,Fair
84.0,58.0,29.79,1,Fair
84.0,58.0,29.79,0,Fair
84.0,58.0,29.82,0,Fair
82.0,62.0,29.82,0,Fair
82.0,62.0,29.85,0,Fair
82.0,62.0,29.85,0,Fair
82.0,62.0,29.85,0,Fair
81.0,65.0,29.85,0,Fair
81.0,65.0,29.85,0,Fair
81.0,61.0,29.85,0,Fair
81.0,65.0,29.88,0,Partly Cloudy
79.0,69.0,29.88,0,Partly Cloudy
77.0,74.0,29.88,0,Partly Cloudy
77.0,74.0,29.85,0,Partly Cloudy
79.0,65.0,29.85,0,Partly Cloudy
77.0,69.0,29.85,0,Partly Cloudy
77.0,69.0,29.85,0,Partly Cloudy
75.0,69.0,29.85,0,Partly Cloudy
75.0,69.0,29.85,0,Partly Cloudy
75.0,69.0,29.85,0,Partly Cloudy
73.0,73.0,29.85,0,Partly Cloudy
73.0,73.0,29.85,0,Partly Cloudy
73.0,73.0,29.85,0,Partly Cloudy
73.0,73.0,29.85,0,Fair
73.0,78.0,29.85,0,Fair
72.0,78.0,29.88,0,Fair
72.0,78.0,29.88,1,Fair
75.0,73.0,29.88,1,Fair
81.0,61.0,29.91,1,Fair
79.0,69.0,29.91,2,Fair
82.0,62.0,29.91,3,Fair
82.0,58.0,29.91,5,Fair
84.0,55.0,29.91,6,Fair
84.0,55.0,29.91,8,Fair
88.0,46.0,29.88,9,Fair
86.0,48.0,29.88,9,Fair
88.0,46.0,29.85,10,Fair
90.0,43.0,29.85,10,Fair
88.0,46.0,29.82,10,Fair
90.0,40.0,29.82,9,Fair
90.0,43.0,29.79,8,Fair
90.0,40.0,29.79,6,Partly Cloudy
91.0,38.0,29.79,5,Partly Cloudy
90.0,40.0,29.79,3,Partly Cloudy
90.0,43.0,29.79,2,Partly Cloudy
82.0,62.0,29.82,1,Partly Cloudy
82.0,62.0,29.85,0,Partly Cloudy
82.0,66.0,29.85,0,Partly Cloudy
82.0,66.0,29.85,0,Partly Cloudy
82.0,66.0,29.85,0,Partly Cloudy
81.0,70.0,29.85,0,Partly Cloudy
81.0,65.0,29.85,0,Partly Cloudy
79.0,69.0,29.85,0,Partly Cloudy
79.0,69.0,29.85,0,Partly Cloudy
77.0,74.0,29.85,0,Partly Cloudy
77.0,74.0,29.85,0,Partly Cloudy
75.0,78.0,29.82,0,Partly Cloudy
75.0,78.0,29.82,0,Partly Cloudy
75.0,78.0,29.82,0,Partly Cloudy
75.0,78.0,29.82,0,Fair
75.0,78.0,29.82,0,Fair
75.0,78.0,29.82,0,Fair
75.0,78.0,29.82,0,Fair
75.0,89.0,29.82,0,Haze
75.0,89.0,29.82,0,Haze
75.0,89.0,29.82,0,Haze
75.0,89.0,29.82,0,Fog
75.0,89.0,29.85,0,Partly Cloudy
75.0,83.0,29.85,1,Partly Cloudy
75.0,83.0,29.85,1,Partly Cloudy
77.0,78.0,29.88,1,Partly Cloudy
79.0,74.0,29.88,2,Partly Cloudy
82.0,58.0,29.88,3,Fair
84.0,58.0,29.88,5,Fair
84.0,58.0,29.88,5,Fair
86.0,58.0,29.88,6,Partly Cloudy
86.0,58.0,29.88,7,Partly Cloudy
86.0,55.0,29.88,7,Partly Cloudy
84.0,62.0,29.85,6,Mostly Cloudy
90.0,52.0,29.82,6,Mostly Cloudy
90.0,43.0,29.79,7,Partly Cloudy
90.0,46.0,29.76,7,Partly Cloudy
91.0,41.0,29.76,6,Partly Cloudy
90.0,49.0,29.76,5,Partly Cloudy
91.0,43.0,29.76,3,Partly Cloudy
91.0,43.0,29.76,2,Partly Cloudy
91.0,41.0,29.76,2,Partly Cloudy
90.0,46.0,29.76,1,Partly Cloudy
88.0,52.0,29.79,1,Partly Cloudy
84.0,62.0,29.79,1,Partly Cloudy
82.0,66.0,29.82,0,Partly Cloudy
81.0,65.0,29.82,0,Partly Cloudy
81.0,65.0,29.82,0,Fair
81.0,70.0,29.82,0,Fair
81.0,70.0,29.85,0,Fair
81.0,70.0,29.85,0,Partly Cloudy
79.0,74.0,29.85,0,Partly Cloudy
79.0,74.0,29.85,0,Partly Cloudy
79.0,74.0,29.85,0,Partly Cloudy
79.0,74.0,29.85,0,Partly Cloudy
77.0,78.0,29.85,0,Partly Cloudy
77.0,78.0,29.82,0,Partly Cloudy
77.0,78.0,29.82,0,Partly Cloudy
79.0,69.0,29.82,0,Partly Cloudy
79.0,69.0,29.82,0,Partly Cloudy
77.0,74.0,29.82,0,Partly Cloudy
77.0,78.0,29.82,0,Partly Cloudy
77.0,78.0,29.79,0,Partly Cloudy
77.0,83.0,29.79,0,Partly Cloudy
75.0,89.0,29.79,0,Partly Cloudy
75.0,89.0,29.82,0,Partly Cloudy
75.0,89.0,29.82,0,Partly Cloudy
75.0,89.0,29.82,0,Partly Cloudy
75.0,89.0,29.82,0,Mostly Cloudy
75.0,89.0,29.82,0,Mostly Cloudy
75.0,89.0,29.85,1,Mostly Cloudy
77.0,83.0,29.85,1,Mostly Cloudy
77.0,83.0,29.88,1,Mostly Cloudy
79.0,74.0,29.88,1,Mostly Cloudy
81.0,70.0,29.88,2,Mostly Cloudy
81.0,65.0,29.88,3,Partly Cloudy
84.0,62.0,29.88,5,Fair
84.0,58.0,29.88,7,Fair
82.0,62.0,29.85,7,Partly Cloudy
84.0,58.0,29.85,7,Partly Cloudy
86.0,55.0,29.82,8,Partly Cloudy
86.0,55.0,29.82,8,Partly Cloudy
88.0,52.0,29.82,8,Partly Cloudy
84.0,58.0,29.79,7,Partly Cloudy
84.0,62.0,29.79,7,Partly Cloudy
82.0,66.0,29.76,5,Light Rain
84.0,62.0,29.76,5,Partly Cloudy
86.0,58.0,29.76,3,Partly Cloudy
86.0,58.0,29.76,2,Partly Cloudy
86.0,58.0,29.76,2,Partly Cloudy
84.0,62.0,29.76,1,Partly Cloudy
84.0,62.0,29.79,1,Partly Cloudy
82.0,66.0,29.79,1,Partly Cloudy
82.0,66.0,29.82,0,Fair
81.0,74.0,29.82,0,Fair
81.0,70.0,29.82,0,Fair
81.0,70.0,29.82,0,Fair
81.0,70.0,29.82,0,Fair
79.0,74.0,29.85,0,Fair
79.0,74.0,29.85,0,Fair
79.0,74.0,29.85,0,Fair
77.0,78.0,29.82,0,Fair
79.0,74.0,29.85,0,Fair
77.0,78.0,29.85,0,Partly Cloudy
75.0,83.0,29.85,0,Partly Cloudy
75.0,83.0,29.85,0,Partly Cloudy
75.0,83.0,29.85,0,Partly Cloudy
75.0,83.0,29.82,0,Partly Cloudy
75.0,83.0,29.82,0,Partly Cloudy
75.0,83.0,29.82,0,Partly Cloudy
75.0,83.0,29.82,0,Partly Cloudy
75.0,83.0,29.82,0,Partly Cloudy
75.0,89.0,29.82,0,Partly Cloudy
75.0,89.0,29.82,0,Partly Cloudy
75.0,83.0,29.82,0,Partly Cloudy
75.0,78.0,29.82,0,Partly Cloudy
73.0,78.0,29.85,0,Partly Cloudy
73.0,78.0,29.85,0,Partly Cloudy
73.0,78.0,29.85,1,Partly Cloudy
73.0,78.0,29.88,1,Partly Cloudy
75.0,73.0,29.88,1,Fair
77.0,69.0,29.88,2,Fair
79.0,65.0,29.88,3,Fair
79.0,65.0,29.88,4,Fair
82.0,58.0,29.88,5,Fair
84.0,55.0,29.88,7,Fair
84.0,51.0,29.85,8,Fair
86.0,55.0,29.85,9,Fair
88.0,49.0,29.82,10,Fair
86.0,51.0,29.82,8,Partly Cloudy
86.0,51.0,29.79,8,Partly Cloudy
88.0,52.0,29.79,8,Partly Cloudy
88.0,49.0,29.76,7,Partly Cloudy
86.0,51.0,29.76,6,Partly Cloudy
88.0,52.0,29.76,5,Partly Cloudy
88.0,49.0,29.76,4,Partly Cloudy
88.0,49.0,29.73,3,Partly Cloudy
86.0,55.0,29.76,2,Partly Cloudy
86.0,55.0,29.76,1,Partly Cloudy
84.0,58.0,29.76,1,Fair
82.0,70.0,29.79,1,Fair
81.0,70.0,29.79,0,Fair
81.0,70.0,29.82,0,Fair
79.0,69.0,29.82,0,Fair
79.0,69.0,29.82,0,Partly Cloudy
79.0,65.0,29.85,0,Fair
79.0,65.0,29.85,0,Fair
79.0,65.0,29.85,0,Fair
79.0,69.0,29.85,0,Fair
77.0,74.0,29.85,0,Fair
79.0,69.0,29.85,0,Fair
77.0,74.0,29.85,0,Fair
77.0,74.0,29.85,0,Fair
75.0,83.0,29.85,0,Fair
73.0,88.0,29.85,0,Fair
73.0,88.0,29.85,0,Fair
73.0,88.0,29.82,0,Fair
73.0,88.0,29.82,0,Fair
73.0,88.0,29.82,0,Fair
73.0,88.0,29.82,0,Fair
73.0,88.0,29.82,0,Fair
73.0,88.0,29.82,0,Fair
73.0,88.0,29.85,0,Fair
73.0,88.0,29.85,0,Fair
73.0,88.0,29.85,0,Fair
73.0,83.0,29.85,0,Fair
73.0,83.0,29.88,1,Fair
75.0,83.0,29.88,1,Fair
75.0,83.0,29.88,1,Fair
77.0,78.0,29.91,2,Partly Cloudy
77.0,78.0,29.91,2,Partly Cloudy
77.0,78.0,29.91,3,Partly Cloudy
81.0,70.0,29.91,5,Partly Cloudy
82.0,62.0,29.91,7,Fair
84.0,62.0,29.91,7,Partly Cloudy
86.0,55.0,29.91,7,Partly Cloudy
86.0,51.0,29.88,8,Partly Cloudy
86.0,51.0,29.85,7,Mostly Cloudy
84.0,58.0,29.85,6,Mostly Cloudy
90.0,46.0,29.82,6,Mostly Cloudy
88.0,49.0,29.82,5,Mostly Cloudy
88.0,52.0,29.79,5,Mostly Cloudy
88.0,49.0,29.79,4,Mostly Cloudy
90.0,49.0,29.79,4,Partly Cloudy
90.0,46.0,29.79,3,Partly Cloudy
88.0,49.0,29.79,2,Partly Cloudy
90.0,43.0,29.79,1,Fair
88.0,46.0,29.79,1,Fair
86.0,45.0,29.79,1,Fair
82.0,70.0,29.79,0,Fair
81.0,74.0,29.82,0,Fair
81.0,74.0,29.82,0,Fair
79.0,78.0,29.85,0,Fair
79.0,74.0,29.85,0,Fair
79.0,74.0,29.85,0,Fair
77.0,74.0,29.85,0,Fair
77.0,74.0,29.85,0,Fair
77.0,74.0,29.88,0,Fair
77.0,78.0,29.88,0,Fair
77.0,78.0,29.88,0,Fair
77.0,78.0,29.85,0,Fair
75.0,83.0,29.85,0,Fair
75.0,83.0,29.85,0,Fair
73.0,88.0,29.85,0,Fair
73.0,88.0,29.85,0,Fair
73.0,88.0,29.85,0,Fair
73.0,88.0,29.85,0,Fair
73.0,88.0,29.85,0,Fair
73.0,88.0,29.85,0,Partly Cloudy
73.0,88.0,29.85,0,Partly Cloudy
73.0,88.0,29.85,0,Partly Cloudy
73.0,88.0,29.88,0,Partly Cloudy
73.0,88.0,29.88,0,Partly Cloudy
73.0,88.0,29.88,1,Partly Cloudy
73.0,88.0,29.91,1,Partly Cloudy
75.0,78.0,29.91,1,Partly Cloudy
77.0,69.0,29.94,2,Partly Cloudy
79.0,69.0,29.94,2,Partly Cloudy
81.0,65.0,29.94,3,Partly Cloudy
79.0,69.0,29.94,5,Partly Cloudy
81.0,65.0,29.94,6,Partly Cloudy
82.0,58.0,29.94,5,Mostly Cloudy
82.0,58.0,29.91,6,Mostly Cloudy
84.0,58.0,29.91,6,Mostly Cloudy
84.0,58.0,29.88,7,Mostly Cloudy
86.0,55.0,29.88,6,Mostly Cloudy
86.0,51.0,29.85,6,Mostly Cloudy
84.0,55.0,29.85,5,Mostly Cloudy
